# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   rexp = Photospheric radius-expansion flag
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"bpflux"	"bpfluxe"	"rexp"
"EXO 0748-676"	54495.23130	XP2	9.32	0.40	1.00	
"EXO 0748-676"	54496.15071	XP2	10.88	0.41	1.00	
"EXO 0748-676"	54496.33200	XPd	13.99	0.46	1.00	
"4U 1705-44"	54496.82574	XPq	30.72	1.36	1.00	
"4U 1323-62"	54497.11927	IJ1	0.00	0.00	1.00	
"EXO 0748-676"	54499.19615	XPi	8.63	0.34	1.00	
"EXO 0748-676"	54499.20405	XPi	2.56	0.13	1.00	
"4U 1705-44"	54501.08265	XP2	37.00	1.48	1.00	
"4U 1608-522"	54502.33048	XP2	80.18	2.49	1.00	
"EXO 0748-676"	54502.48305	XP2	11.42	0.42	1.00	
"EXO 0748-676"	54502.63078	XP2	10.77	0.43	1.00	
"EXO 0748-676"	54502.63773	XP2	2.83	0.21	1.00	
"2S 0918-549"	54504.12698	XPc	125.03	3.47	2.00	
"4U 1705-44"	54504.86083	XPp	18.61	0.57	1.00	
"4U 1705-44"	54504.86520	XPp	13.61	0.45	1.00	
"4U 1705-44"	54504.87214	XPp	3.20	0.16	1.00	
"HETE J1900.1-2455"	54506.85616	XPp	115.36	4.40	2.00	
"1A 1742-294"	54507.74857	IJ1	0.00	0.00	1.02	
"4U 1705-44"	54512.73262	XPp	17.81	0.50	1.00	
"4U 1636-536"	54512.90938	XP2	0.48	0.15	0.00	
"1A 1742-294"	54516.72538	IJ1	0.00	0.00	1.00	
"4U 1636-536"	54518.81142	XP2	12.52	0.41	1.00	
"4U 1636-536"	54518.82296	XP2	5.43	0.31	1.00	
"1A 1742-294"	54519.68934	IJ1	0.00	0.00	1.29	
"4U 1636-536"	54522.68639	XP2	85.56	3.64	2.00	
"4U 1636-536"	54523.57842	XP2	82.17	3.30	2.00	
"GRS 1741.9-2853"	54525.68493	IJ1	0.00	0.00	1.10	
"4U 1722-30"	54526.67921	XPd	68.71	2.85	2.00	
"4U 1608-522"	54527.56460	XP2	23.40	0.77	1.00	
"MXB 1730-335"	54528.63774	XP2	5.55	0.53	1.00	
"4U 1812-12"	54528.97983	IJ1	0.00	0.00	2.00	
"4U 1636-536"	54530.79721	XPc	72.64	2.24	2.00	
"MXB 1730-335"	54531.40161	XPp	24.24	0.96	1.00	
"MXB 1730-335"	54537.21538	XPp	11.84	0.52	1.00	
"1A 1742-294"	54537.76952	IJ1	0.00	0.00	1.32	
"4U 1722-30"	54537.77634	IJ1	0.00	0.00	1.30	
"4U 1728-34"	54537.98861	IJ1	0.00	0.00	1.58	
"MXB 1730-335"	54538.18452	XPp	12.95	0.48	1.00	
"4U 1728-34"	54538.78353	IJ1	0.00	0.00	1.36	
"1A 1742-294"	54539.02935	IJ1	0.00	0.00	1.01	
"GRS 1747-312"	54539.10556	IJ1	0.00	0.00	1.13	
"1A 1742-294"	54539.56786	IJ1	0.00	0.00	1.19	
"1A 1742-289"	54539.73372	IJ1	0.00	0.00	1.37	
"1A 1742-294"	54539.82050	IJ1	0.00	0.00	1.01	
"4U 1636-536"	54540.74714	XPc	30.36	0.92	1.00	
"MXB 1730-335"	54540.95140	XPp	11.44	0.49	1.00	
"4U 1728-34"	54543.78531	IJ1	0.00	0.00	1.45	
"1A 1742-294"	54543.78741	IJ1	0.00	0.00	1.02	
"MXB 1730-335"	54544.78548	XPp	7.26	0.38	1.00	
"1A 1742-294"	54544.97590	IJ1	0.00	0.00	1.41	
"EXO 0748-676"	54544.97799	XP2	6.05	0.30	1.00	
"1A 1742-294"	54545.74459	IJ1	0.00	0.00	1.05	
"1A 1742-294"	54545.86886	IJ1	0.00	0.00	1.01	
"SAX J1750.8-2900"	54547.80287	IJ1	0.00	0.00	1.28	
"SAX J1750.8-2900"	54548.85690	XP2	52.75	2.74	1.00	
"MXB 1730-335"	54549.62897	XPc	16.38	0.66	1.00	
"MXB 1730-335"	54550.81955	XP2	11.76	0.64	1.00	
"SAX J1750.8-2900"	54550.88452	XPj	1.11	0.09	1.00	
"1A 1742-294"	54557.73742	IJ1	0.00	0.00	1.29	
"4U 1636-536"	54558.64390	XPi	26.22	0.81	1.00	
"4U 1636-536"	54558.65345	XPi	2.04	0.15	1.00	
"4U 1636-536"	54558.65860	XPi	2.50	0.16	1.00	
"XTE J1810-189"	54559.28226	IJ1	0.00	0.00	1.20	
"GS 1826-24"	54559.40802	IJ1	0.00	0.00	1.00	
"XTE J1810-189"	54559.51653	IJ1	0.00	0.00	1.01	
"GS 1826-24"	54559.66035	IJ1	0.00	0.00	1.00	
"XTE J1810-189"	54559.76451	IJ1	0.00	0.00	1.01	
"XTE J1810-189"	54559.98379	IJ1	0.00	0.00	1.04	
"GX 17+2"	54560.20901	IJ1	0.00	0.00	1.45	
"XTE J1810-189"	54560.22197	IJ1	0.00	0.00	1.01	
"GS 1826-24"	54560.28482	IJ1	0.00	0.00	1.00	
"XTE J1810-189"	54560.44333	IJ1	0.00	0.00	1.06	
"GS 1826-24"	54560.65923	IJ1	0.00	0.00	1.00	
"XTE J1810-189"	54560.69864	IJ1	0.00	0.00	1.00	
"GS 1826-24"	54560.91402	IJ1	0.00	0.00	1.00	
"XTE J1810-189"	54560.91766	IJ1	0.00	0.00	1.01	
"XTE J1810-189"	54561.60216	IJ1	0.00	0.00	1.02	
"GS 1826-24"	54561.66886	IJ1	0.00	0.00	1.00	
"XTE J1810-189"	54561.84832	IJ1	0.00	0.00	1.02	
"4U 1728-34"	54562.13481	IJ1	0.00	0.00	1.40	
"1A 1742-294"	54562.27410	IJ1	0.00	0.00	1.29	
"4U 1728-34"	54562.29242	IJ1	0.00	0.00	1.55	
"IGR J17473-2721"	54562.50778	IJ1	0.00	0.00	1.57	
"4U 1728-34"	54562.59962	IJ1	0.00	0.00	1.35	
"IGR J17473-2721"	54562.77825	IJ1	0.00	0.00	1.25	
"1A 1742-294"	54562.84725	IJ1	0.00	0.00	1.35	
"SLX 1744-300"	54562.92420	IJ1	0.00	0.00	1.19	
"1A 1742-294"	54564.54538	IJ1	0.00	0.00	1.15	
"IGR J17473-2721"	54564.56698	IJ1	0.00	0.00	1.00	
"IGR J17473-2721"	54564.56699	XP2	73.35	2.86	1.00	
"4U 1728-34"	54564.57276	IJ1	0.00	0.00	1.56	
"XTE J1810-189"	54566.19553	XPq	32.74	1.56	1.00	
"IGR J17473-2721"	54567.68691	IJ1	0.00	0.00	1.32	
"IGR J17473-2721"	54567.82336	IJ1	0.00	0.00	1.12	
"IGR J17473-2721"	54570.31832	XP2	48.43	1.51	1.00	
"IGR J17473-2721"	54570.42603	IJ1	0.00	0.00	1.27	
"1A 1742-294"	54570.45726	IJ1	0.00	0.00	1.16	
"IGR J17473-2721"	54570.54509	IJ1	0.00	0.00	1.39	
"XTE J1810-189"	54570.89757	XPp	38.68	3.17	1.00	
"IGR J17473-2721"	54573.45285	IJ1	0.00	0.00	1.41	
"4U 1728-34"	54573.54948	IJ1	0.00	0.00	1.48	
"IGR J17473-2721"	54573.55654	IJ1	0.00	0.00	1.40	
"IGR J17473-2721"	54574.24420	XPd	78.93	3.12	1.00	
"XTE J1810-189"	54576.26828	XPc	28.98	1.23	1.00	
"IGR J17473-2721"	54576.35037	XP2	71.14	3.02	1.00	
"4U 1636-536"	54576.43959	XPp	34.21	1.11	1.00	
"IGR J17473-2721"	54576.44512	IJ1	0.00	0.00	1.04	
"1A 1742-294"	54576.45424	IJ1	0.00	0.00	1.31	
"IGR J17473-2721"	54576.53241	IJ1	0.00	0.00	1.35	
"XTE J1810-189"	54579.73820	XPp	312.85	30.37	-1.00	
"IGR J17473-2721"	54579.87568	XPc	73.04	3.10	1.00	
"IGR J17473-2721"	54580.84879	XPd	59.44	2.45	1.00	
"IGR J17473-2721"	54581.19295	XPp	54.60	1.80	1.00	
"IGR J17473-2721"	54582.03531	XPq	59.00	2.09	1.00	
"IGR J17473-2721"	54582.04122	XPq	39.70	1.55	1.00	
"4U 1636-536"	54582.54715	XPe	26.71	1.01	1.00	
"IGR J17473-2721"	54582.99973	XPp	54.74	1.82	1.00	
"IGR J17473-2721"	54583.98312	XPc	70.69	2.89	1.00	
"IGR J17473-2721"	54584.06769	XPp	54.22	1.68	1.00	
"4U 1636-536"	54584.64201	XPc	14.01	0.43	1.00	
"IGR J17473-2721"	54584.89940	XPe	85.01	2.90	1.00	
"IGR J17473-2721"	54584.97928	XPi	59.39	2.57	1.00	
"IGR J17473-2721"	54585.88049	XPe	59.86	2.05	1.00	
"IGR J17473-2721"	54585.94880	XPk	64.96	2.30	1.00	
"IGR J17473-2721"	54587.98991	XP2	62.75	2.48	1.00	
"4U 1636-536"	54588.16450	XPr	82.21	2.21	2.00	
"XTE J1810-189"	54590.72983	XP2	54.23	1.79	2.00	
"IGR J17473-2721"	54593.80045	XPq	60.84	2.31	1.00	
"IGR J17473-2721"	54596.11485	XPk	51.53	2.11	1.00	
"4U 1850-086"	54598.84582	XP2	0.00	0.00	0.00	
"4U 1636-536"	54600.32956	XPp	15.03	0.47	1.00	
"4U 1636-536"	54600.33398	XPp	5.26	0.21	1.00	
"IGR J17473-2721"	54601.00930	XP2	2.80	0.43	0.00	
"EXO 0748-676"	54601.55633	XPc	10.91	0.37	1.00	
"IGR J17473-2721"	54603.69242	XPi	63.24	2.79	1.00	
"IGR J17473-2721"	54605.44203	XPj	51.19	2.02	1.00	
"IGR J17473-2721"	54605.51803	XPp	51.32	1.70	1.00	
"4U 1636-536"	54606.05245	XP2	19.99	0.73	1.00	
"IGR J17473-2721"	54607.10564	XPr	84.60	2.71	1.00	
"IGR J17473-2721"	54608.58024	XP2	68.79	3.15	1.00	
"4U 1636-536"	54614.81529	XPi	82.33	2.38	2.00	
"SLX 1744-300"	54616.24226	XP2	1.86	0.26	1.00	
"SLX 1744-300"	54617.40734	XP2	4.97	0.34	1.00	
"Ser X-1"	54621.70147	XPd	25.67	0.93	2.00	
"Ser X-1"	54622.20310	XPq	37.07	1.35	3.00	
"MXB 1730-335"	54622.45089	XP2	8.90	0.69	1.00	
"MXB 1730-335"	54622.47616	XP2	7.82	0.69	1.00	
"MXB 1730-335"	54624.02408	XP2	9.97	0.73	1.00	
"MXB 1730-335"	54624.10031	XPp	9.89	0.49	1.00	
"IGR J17473-2721"	54624.29367	XP2	49.31	1.66	1.00	
"MXB 1730-335"	54625.01327	XP2	11.12	0.75	1.00	
"MXB 1730-335"	54625.10354	XPd	11.24	0.54	1.00	
"IGR J17473-2721"	54626.24348	XP2	41.89	1.35	1.00	
"MXB 1730-335"	54627.03119	XPd	5.06	0.35	1.00	
"MXB 1730-335"	54627.05506	XPd	5.86	0.44	1.00	
"IGR J17473-2721"	54628.02674	XP2	74.81	3.33	1.00	
"IGR J17473-2721"	54629.21311	XP2	51.45	1.78	1.00	
"IGR J17473-2721"	54630.52342	XP2	72.13	3.50	1.00	
"IGR J17473-2721"	54632.00866	XP2	49.32	1.73	1.00	
"IGR J17473-2721"	54633.83544	XP2	48.03	1.82	1.00	
"MXB 1730-335"	54633.98136	XPc	17.83	0.68	1.00	
"IGR J17473-2721"	54634.90897	XPc	49.10	1.72	1.00	
"4U 1323-62"	54641.16606	IJ1	0.00	0.00	1.00	
"1A 1744-361"	54641.76233	XP2	9.22	0.42	1.00	
"4U 1323-62"	54644.10823	IJ1	0.00	0.00	1.02	
"SAX J1750.8-2900"	54644.73345	XP2	51.32	2.73	1.00	
"Cyg X-2"	54648.14033	XPd	0.00	0.00	0.00	
"Cyg X-2"	54648.47100	XPd	9.13	1.04	-1.00	
"Cyg X-2"	54650.04850	XPi	2.06	0.86	0.00	
"4U 1323-62"	54650.51956	IJ1	0.00	0.00	1.02	
"4U 1323-62"	54653.39339	IJ1	0.00	0.00	1.00	
"4U 1636-536"	54656.60358	XPp	74.91	2.13	2.00	
"IGR J17473-2721"	54664.35118	XPc	126.44	3.79	2.00	
"IGR J17473-2721"	54664.48680	XPd	76.02	2.69	1.00	
"IGR J17473-2721"	54666.35982	XP2	120.47	3.74	2.00	
"4U 1636-536"	54670.76669	XPi	15.09	0.43	1.00	
"Ser X-1"	54671.16327	XPc	44.63	1.60	2.00	
"Ser X-1"	54671.56037	XP2	27.29	1.00	1.00	
"1A 1744-361"	54672.53666	XP2	10.78	0.41	1.00	
"IGR J17473-2721"	54676.78430	XP2	62.31	2.62	1.00	
"4U 1636-536"	54678.26784	XPp	86.76	2.23	2.00	
"4U 1323-62"	54682.39122	IJ1	0.00	0.00	1.00	
"4U 1323-62"	54683.08283	IJ1	0.00	0.00	1.00	
"4U 1323-62"	54683.58225	IJ1	0.00	0.00	1.01	
"4U 1636-536"	54688.15982	XPp	25.86	0.88	1.00	
"4U 1323-62"	54691.20312	IJ1	0.00	0.00	1.00	
"4U 1608-522"	54692.07459	XPi	155.02	7.76	2.00	
"4U 1323-62"	54692.08760	IJ1	0.00	0.00	1.02	
"4U 1323-62"	54692.21090	IJ1	0.00	0.00	1.00	
"IGR J17473-2721"	54692.42581	XPp	58.79	1.81	1.00	
"4U 1323-62"	54694.66334	IJ1	0.00	0.00	1.02	
"4U 1323-62"	54694.89374	IJ1	0.00	0.00	1.00	
"SLX 1744-300"	54696.10573	IJ1	0.00	0.00	1.28	
"1A 1742-294"	54696.19197	IJ1	0.00	0.00	1.04	
"IGR J17473-2721"	54696.20778	IJ1	0.00	0.00	1.28	
"1A 1742-294"	54699.11610	IJ1	0.00	0.00	1.03	
"SLX 1744-300"	54702.09964	IJ1	0.00	0.00	1.22	
"4U 1323-62"	54704.26418	IJ1	0.00	0.00	1.00	
"4U 1323-62"	54704.50963	IJ1	0.00	0.00	1.00	
"IGR J17473-2721"	54708.15199	IJ1	0.00	0.00	1.34	
"IGR J17473-2721"	54711.14842	IJ1	0.00	0.00	1.18	
"IGR J17473-2721"	54712.28521	XPd	87.95	3.63	1.00	
"IGR J17473-2721"	54713.35948	XPc	82.68	3.45	1.00	
"1A 1742-294"	54714.04000	IJ1	0.00	0.00	1.01	
"1A 1742-294"	54714.14028	IJ1	0.00	0.00	1.01	
"XMMU J181227.8-181234"	54717.02686	XPd	3.50	0.30	1.00	
"IGR J17473-2721"	54717.39418	XPc	104.46	5.02	1.00	
"XMMU J181227.8-181234"	54718.13442	XPd	3.49	0.30	1.00	
"4U 1636-536"	54718.45404	XP2	19.32	0.75	1.00	
"1A 1742-294"	54719.44264	IJ1	0.00	0.00	1.03	
"4U 1728-34"	54719.49925	IJ1	0.00	0.00	1.54	
"4U 1722-30"	54720.09181	IJ1	0.00	0.00	1.59	
"XMMU J181227.8-181234"	54720.94266	XPi	3.28	0.33	1.00	
"4U 1608-522"	54722.05015	XP2	85.86	3.62	1.00	
"IGR J17473-2721"	54723.01971	XPc	94.47	4.47	1.00	
"XMMU J181227.8-181234"	54723.04540	XP2	0.00	0.00	1.00	
"4U 1735-444"	54723.09630	XP2	0.00	0.00	-1.00	
"4U 1636-536"	54724.53362	XPp	25.97	0.91	1.00	
"4U 1636-536"	54726.10676	XPp	20.72	0.77	1.00	
"IGR J17473-2721"	54726.70453	XP2	99.24	3.21	2.00	
"1A 1742-294"	54727.60255	IJ1	0.00	0.00	1.30	
"4U 1728-34"	54727.83858	IJ1	0.00	0.00	1.55	
"4U 1735-444"	54727.95559	XPd	35.54	1.27	3.00	
"4U 1735-444"	54727.99624	XPc	24.02	0.95	1.00	
"4U 1735-444"	54728.07031	XPp	12.27	0.50	1.00	
"4U 1735-444"	54728.90432	XP2	32.05	1.00	3.00	
"4U 1735-444"	54728.94795	XP2	25.40	0.97	1.00	
"1A 1742-294"	54729.01179	IJ1	0.00	0.00	1.29	
"1A 1742-294"	54729.17375	IJ1	0.00	0.00	1.32	
"SLX 1744-300"	54730.04656	IJ1	0.00	0.00	1.01	
"4U 1728-34"	54730.09397	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54730.49512	IJ1	0.00	0.00	1.30	
"1A 1742-294"	54730.83693	IJ1	0.00	0.00	1.27	
"4U 1728-34"	54730.94867	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54731.30864	IJ1	0.00	0.00	1.54	
"SLX 1744-300"	54731.31594	IJ1	0.00	0.00	1.21	
"1A 1742-294"	54731.44405	IJ1	0.00	0.00	1.30	
"XMMU J181227.8-181234"	54732.12320	XP2	2.41	0.29	1.00	
"XMMU J181227.8-181234"	54732.13572	XP2	1.64	0.27	1.00	
"SAX J1808.4-3658"	54732.70815	XPp	225.79	5.35	2.00	
"4U 1728-34"	54732.85528	IJ1	0.00	0.00	1.71	
"1A 1742-294"	54732.86770	IJ1	0.00	0.00	1.23	
"SLX 1744-300"	54733.21258	IJ1	0.00	0.00	1.01	
"4U 1728-34"	54733.21372	IJ1	0.00	0.00	1.46	
"SLX 1744-300"	54733.30997	IJ1	0.00	0.00	1.32	
"4U 1728-34"	54733.59205	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54733.77781	IJ1	0.00	0.00	1.33	
"1A 1742-294"	54733.80127	IJ1	0.00	0.00	1.32	
"SAX J1808.4-3658"	54733.84336	XPp	225.35	5.39	2.00	
"1A 1742-294"	54733.97364	IJ1	0.00	0.00	1.25	
"4U 1722-30"	54733.99762	IJ1	0.00	0.00	1.42	
"4U 1728-34"	54734.12662	IJ1	0.00	0.00	1.45	
"SLX 1744-300"	54734.27179	IJ1	0.00	0.00	1.01	
"XMMU J181227.8-181234"	54736.33462	XP2	2.91	0.29	1.00	
"4U 1728-34"	54744.02814	IJ1	0.00	0.00	1.15	
"1A 1742-294"	54744.04183	IJ1	0.00	0.00	1.03	
"XB 1916-053"	54744.32162	IJ1	0.00	0.00	1.13	
"Ser X-1"	54744.52579	IJ1	0.00	0.00	1.25	
"4U 1636-536"	54746.05634	XPc	25.91	0.90	1.00	
"1A 1742-294"	54746.93906	IJ1	0.00	0.00	1.01	
"4U 1608-522"	54748.08028	IJ1	0.00	0.00	1.58	
"4U 1636-536"	54748.47158	IJ1	0.00	0.00	1.45	
"4U 1608-522"	54748.70221	IJ1	0.00	0.00	1.51	
"4U 1728-34"	54749.34049	IJ1	0.00	0.00	1.53	
"4U 1728-34"	54750.00668	IJ1	0.00	0.00	1.54	
"1A 1742-294"	54750.78558	IJ1	0.00	0.00	1.01	
"SLX 1744-300"	54750.79413	IJ1	0.00	0.00	1.03	
"4U 1728-34"	54750.88889	IJ1	0.00	0.00	1.62	
"4U 0513-40"	54753.03181	XP2	11.45	0.50	1.00	
"4U 1728-34"	54754.98874	IJ1	0.00	0.00	1.33	
"4U 1728-34"	54755.11126	IJ1	0.00	0.00	1.43	
"4U 1728-34"	54755.96298	IJ1	0.00	0.00	1.61	
"SLX 1744-300"	54755.99237	IJ1	0.00	0.00	1.33	
"4U 1728-34"	54756.89723	IJ1	0.00	0.00	1.48	
"4U 1728-34"	54757.16446	IJ1	0.00	0.00	1.45	
"SLX 1744-300"	54757.16450	IJ1	0.00	0.00	1.51	
"4U 1728-34"	54757.30320	IJ1	0.00	0.00	1.50	
"1A 1742-294"	54757.35645	IJ1	0.00	0.00	1.03	
"4U 1728-34"	54758.14742	IJ1	0.00	0.00	1.50	
"SLX 1744-300"	54758.15334	IJ1	0.00	0.00	1.33	
"4U 1728-34"	54758.27958	IJ1	0.00	0.00	1.45	
"4U 1636-536"	54758.42854	XPd	20.96	0.74	1.00	
"SLX 1744-300"	54758.92299	IJ1	0.00	0.00	1.33	
"4U 1728-34"	54760.99514	IJ1	0.00	0.00	1.53	
"1A 1742-294"	54761.28598	IJ1	0.00	0.00	1.12	
"SLX 1744-300"	54761.32624	IJ1	0.00	0.00	1.00	
"4U 1728-34"	54761.35504	IJ1	0.00	0.00	1.66	
"4U 1728-34"	54761.95945	IJ1	0.00	0.00	1.48	
"4U 1728-34"	54762.05257	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54762.14293	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54762.36164	IJ1	0.00	0.00	1.41	
"4U 1728-34"	54762.46146	IJ1	0.00	0.00	1.58	
"SLX 1744-300"	54762.47219	IJ1	0.00	0.00	1.00	
"1A 1742-294"	54762.49877	IJ1	0.00	0.00	1.08	
"1A 1742-294"	54763.05653	IJ1	0.00	0.00	1.29	
"4U 1728-34"	54763.22759	IJ1	0.00	0.00	1.60	
"4U 1728-34"	54763.31421	IJ1	0.00	0.00	1.46	
"4U 1728-34"	54763.42737	IJ1	0.00	0.00	1.48	
"1A 1742-294"	54763.48603	IJ1	0.00	0.00	1.39	
"4U 1728-34"	54763.58472	IJ1	0.00	0.00	1.40	
"4U 1636-536"	54764.31766	XP2	19.25	0.69	1.00	
"4U 1705-44"	54764.44947	XPd	35.74	1.25	2.00	
"4U 1636-536"	54766.21147	XPd	24.62	0.88	1.00	
"SAX J1818.7+1424"	54767.27507	IJ1	0.00	0.00	1.09	
"4U 1636-536"	54772.44748	XPc	43.46	2.06	1.00	
"4U 1636-536"	54774.38924	XPc	10.11	0.35	1.00	
"4U 1705-44"	54776.94388	XPp	43.92	1.47	1.00	
"4U 1636-536"	54782.05449	XPi	25.60	0.83	1.00	
"4U 1636-536"	54792.96307	XPc	20.40	0.69	1.00	
"4U 1636-536"	54802.83420	XPp	9.23	0.38	1.00	
"4U 1636-536"	54806.92739	XPi	15.10	0.43	1.00	
"Ser X-1"	54808.01011	XPd	23.64	1.00	1.00	
"4U 0513-40"	54808.76931	XP2	12.61	0.41	2.00	
"Ser X-1"	54808.96095	XPc	40.50	1.70	2.00	
"Ser X-1"	54809.08983	XP2	25.19	1.03	1.00	
"Ser X-1"	54810.98206	XPi	22.53	0.98	1.00	
"4U 0513-40"	54811.77762	XP2	10.88	0.39	3.00	
"Ser X-1"	54812.07089	XPd	20.95	0.88	1.00	
"4U 1636-536"	54812.20655	XPc	43.61	1.77	1.00	
"Ser X-1"	54813.11023	XPd	30.41	1.15	1.00	
"4U 0513-40"	54814.18897	XP2	12.57	0.51	1.00	
"4U 0513-40"	54820.47633	XPd	14.25	0.50	2.00	
"4U 1636-536"	54826.23357	XPd	21.82	0.76	1.00	
"4U 1636-536"	54836.11007	XP2	18.01	0.71	1.00	
"4U 0513-40"	54839.51624	XP2	17.49	0.54	1.00	
"4U 1636-536"	54842.16045	XPd	19.05	0.65	1.00	
"4U 0513-40"	54854.41847	XPc	16.93	0.58	1.00	
"4U 1636-536"	54856.78230	IJ1	0.00	0.00	1.29	
"4U 1608-522"	54859.63759	IJ1	0.00	0.00	1.69	
"4U 1636-536"	54859.71425	IJ1	0.00	0.00	1.01	
"4U 1636-536"	54859.79374	IJ1	0.00	0.00	1.08	
"4U 1636-536"	54859.87449	IJ1	0.00	0.00	1.16	
"4U 1608-522"	54861.57469	IJ1	0.00	0.00	1.39	
"4U 1636-536"	54861.98585	IJ1	0.00	0.00	1.10	
"4U 1636-536"	54862.04447	IJ1	0.00	0.00	1.00	
"4U 1636-536"	54862.11196	IJ1	0.00	0.00	1.15	
"4U 1608-522"	54862.18559	IJ1	0.00	0.00	1.42	
"4U 1636-536"	54862.33486	IJ1	0.00	0.00	1.00	
"4U 1636-536"	54862.41894	IJ1	0.00	0.00	1.08	
"4U 1608-522"	54862.59101	IJ1	0.00	0.00	1.21	
"4U 1636-536"	54865.07249	XPc	13.78	0.40	1.00	
"4U 1636-536"	54867.05207	IJ1	0.00	0.00	1.44	
"4U 1608-522"	54867.06644	IJ1	0.00	0.00	1.70	
"4U 1636-536"	54867.42331	IJ1	0.00	0.00	1.46	
"4U 1608-522"	54869.59846	IJ1	0.00	0.00	1.07	
"4U 1636-536"	54869.91424	IJ1	0.00	0.00	1.52	
"4U 1705-44"	54878.54259	XPd	25.73	0.93	1.00	
"4U 1735-444"	54879.33470	XP2	41.62	1.96	2.00	
"4U 1735-444"	54879.85471	XPd	36.25	1.99	2.00	
"4U 1636-536"	54880.88812	XPp	48.37	2.01	1.00	
"4U 1636-536"	54882.15552	XPd	33.88	0.94	1.00	
"4U 1728-34"	54883.54821	IJ1	0.00	0.00	1.78	
"1A 1742-294"	54883.62385	IJ1	0.00	0.00	1.34	
"SLX 1744-300"	54883.88907	IJ1	0.00	0.00	1.31	
"1A 1742-294"	54884.05222	IJ1	0.00	0.00	1.06	
"1A 1742-294"	54884.75212	IJ1	0.00	0.00	1.03	
"4U 1728-34"	54884.76160	IJ1	0.00	0.00	1.39	
"1A 1742-294"	54884.82691	IJ1	0.00	0.00	1.36	
"SLX 1744-300"	54884.85206	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54884.92378	IJ1	0.00	0.00	1.30	
"SAX J1747.0-2853"	54884.94729	IJ1	0.00	0.00	1.52	
"4U 1728-34"	54885.26097	IJ1	0.00	0.00	1.25	
"4U 1728-34"	54885.60672	IJ1	0.00	0.00	1.31	
"1A 1742-294"	54885.67763	IJ1	0.00	0.00	1.10	
"SLX 1744-300"	54885.71375	IJ1	0.00	0.00	1.01	
"1A 1742-294"	54885.96167	IJ1	0.00	0.00	1.25	
"GRS 1747-312"	54885.99872	IJ1	0.00	0.00	1.16	
"4U 1636-536"	54886.09565	XPi	36.26	1.14	1.00	
"1A 1742-294"	54886.60189	IJ1	0.00	0.00	1.02	
"GRS 1747-312"	54886.85683	IJ1	0.00	0.00	1.23	
"1A 1742-294"	54886.88512	IJ1	0.00	0.00	1.03	
"1A 1742-294"	54887.03984	IJ1	0.00	0.00	1.00	
"SLX 1744-300"	54887.05780	IJ1	0.00	0.00	1.27	
"SAX J1747.0-2853"	54887.61787	IJ1	0.00	0.00	1.12	
"1A 1742-294"	54887.66059	IJ1	0.00	0.00	1.04	
"4U 1728-34"	54887.80980	IJ1	0.00	0.00	1.42	
"1A 1742-294"	54887.83718	IJ1	0.00	0.00	1.34	
"4U 1728-34"	54887.99638	IJ1	0.00	0.00	1.29	
"SLX 1744-300"	54888.23355	IJ1	0.00	0.00	1.25	
"1A 1742-294"	54888.24385	IJ1	0.00	0.00	1.00	
"4U 1728-34"	54888.36899	IJ1	0.00	0.00	1.40	
"1A 1742-294"	54888.48897	IJ1	0.00	0.00	1.00	
"1A 1742-294"	54888.70727	IJ1	0.00	0.00	1.00	
"GRS 1747-312"	54888.73746	IJ1	0.00	0.00	1.32	
"4U 1636-536"	54890.05434	XPc	19.35	0.65	1.00	
"4U 1705-44"	54890.70053	XPi	33.99	1.35	1.00	
"4U 1705-44"	54890.70680	XPi	0.47	0.09	-1.00	
"1A 1742-294"	54890.92359	IJ1	0.00	0.00	1.00	
"1A 1742-294"	54891.18794	IJ1	0.00	0.00	1.00	
"SLX 1744-300"	54891.23660	IJ1	0.00	0.00	1.00	
"4U 1728-34"	54891.24972	IJ1	0.00	0.00	1.49	
"GRS 1747-312"	54891.35285	IJ1	0.00	0.00	1.05	
"1A 1742-294"	54891.38469	IJ1	0.00	0.00	1.00	
